id,x,y,w,age
U1745,8.855,5.317,C,61
U1746,4.536,4.634,B,20
U1747,6.733,7.899,C,57
U1748,7.102,6.95,C,38
U1749,0.611,1.067,A,64
U1750,9.745,9.534,D,21
U1751,11.192,9.959,D,73
U1752,9.335,10.522,D,41
U1753,10.027,10.078,D,62
U1754,5.451,3.474,B,54
U1755,9.625,9.686,D,69
U1756,7.412,7.214,C,43
U1757,7.32,7.108,C,55
U1758,5.773,7.237,C,48
U1759,6.779,6.765,C,59
U1760,8.76,5.726,C,67
U1761,9.061,10.795,D,29
U1762,2.92,4.912,B,24
U1763,-0.014,1.826,A,69
U1764,2.108,1.045,A,22
U1765,2.692,4.069,B,49
U1766,1.172,1.878,A,
U1767,3.677,4.107,B,50
U1768,7.882,6.177,C,29
U1769,2.454,5.132,B,44
U1770,5.015,7.495,C,54
U1771,11.276,9.346,D,65
U1772,4.743,0.199,A,31
U1773,7.463,6.664,C,75
U1774,11.138,9.57,D,21
U1775,0.413,0.949,A,35
U1776,8.548,6.357,C,56
U1777,7.369,6.282,C,28
U1778,0.16,2.455,A,72
U1779,10.706,9.673,D,38
U1780,1.386,0.471,A,30
U1781,1.737,1.251,A,38
U1782,5.314,3.756,B,79
U1783,3.98,4.335,B,
U1784,8.791,10.07,D,60
U1785,7.468,6.543,C,38
U1786,7.108,8.013,C,76
U1787,7.967,6.725,C,52
U1788,5.065,3.555,B,18
U1789,4.786,3.351,B,
U1790,-1.195,1.097,A,56
U1791,10.395,9.441,D,59
U1792,3.528,4.499,B,38
U1793,-0.35,1.444,A,24
U1794,8.718,7.152,C,49
U1795,8.773,10.139,D,68
U1796,8.713,6.857,C,79
U1797,9.279,11.027,D,55
U1798,11.217,9.056,D,52
U1799,3.162,4.769,B,64
U1800,7.684,6.616,C,70
U1801,11.611,8.374,D,
U1802,10.165,10.357,D,
U1803,1.508,0.654,A,68
U1804,6.754,7.617,C,71
U1805,9.829,10.226,D,65
U1806,7.432,7.026,C,22
U1807,7.052,6.683,C,49
U1808,5.14,8.066,C,66
U1809,3.789,4.751,B,71
U1810,0.396,0.685,A,80
U1811,4.51,4.59,B,37
U1812,9.564,10.268,D,22
U1813,5.341,7.647,C,31
U1814,-0.132,1.272,A,21
U1815,10.291,10.224,D,52
U1816,0.435,1.122,A,62
U1817,9.113,10.345,D,65
U1818,7.735,7.066,C,74
U1819,3.559,3.647,B,44
U1820,0.271,1.626,A,33
U1821,-0.228,1.779,A,33
U1822,8.836,6.872,C,57
U1823,3.443,4.227,B,20
U1824,1.658,0.529,A,72
U1825,-0.106,1.153,A,36
U1826,10.599,9.806,D,62
U1827,6.399,8.142,C,32
U1828,3.612,5.105,B,48
U1829,6.385,5.984,C,73
U1830,1.242,0.783,A,18
U1831,4.291,3.305,B,59
U1832,4.321,3.559,B,74
U1833,6.685,7.563,C,20
U1834,4.811,3.667,B,63
U1835,11.218,9.438,D,47
U1836,4.648,3.114,B,37
U1837,6.62,6.721,C,52
U1838,4.251,3.542,B,23
U1839,1.996,0.186,A,54
U1840,4.807,3.554,B,78
U1841,9.538,10.472,D,73
U1842,1.208,-0.677,A,52
U1843,1.925,1.301,A,24
U1844,7.375,7.356,C,58
U1845,1.429,0.556,A,58
U1846,1.916,1.027,A,25
U1847,3.464,3.471,B,
U1848,11.059,9.636,D,68
U1849,4.67,4.728,B,44
U1850,6.568,7.369,C,70
U1851,3.174,4.122,B,69
U1852,9.773,4.935,C,36
U1853,11.514,9.458,D,32
U1854,8.985,10.413,D,64
U1855,6.14,8.235,C,29
U1856,10.376,10.421,D,62
U1857,5.408,7.686,C,72
U1858,9.229,9.845,D,
U1859,6.36,8.09,C,28
U1860,7.322,7.442,C,30
U1861,7.23,11.485,D,26
U1862,1.209,0.536,A,41
U1863,0.291,1.857,A,55
U1864,10.157,9.737,D,79
U1865,6.402,7.669,C,30
U1866,8.849,7.007,C,55
U1867,3.616,4.429,B,57
U1868,7.772,7.846,C,70
U1869,8.058,7.033,C,
U1870,4.432,4.034,B,51
U1871,8.416,6.644,C,23
U1872,8.064,6.25,C,34
U1873,10.699,10.427,D,46
U1874,2.549,0.561,A,47
U1875,8.036,5.939,C,79
U1876,0.407,1.177,A,30
U1877,-0.505,1.08,A,50
U1878,7.374,6.987,C,61
U1879,8.203,6.847,C,32
U1880,10.91,9.251,D,24
U1881,10.559,9.239,D,44
U1882,2.607,4.914,B,24
U1883,8.497,10.776,D,74
U1884,8.446,6.012,C,73
U1885,12.607,8.434,D,61
U1886,6.225,7.764,C,56
U1887,11.244,9.252,D,62
U1888,2.999,-0.293,A,25
U1889,10.186,9.801,D,80
U1890,7.724,7.347,C,24
U1891,6.27,7.461,C,43
U1892,5.918,4.515,B,44
U1893,8.653,10.112,D,78
U1894,7.407,6.217,C,66
U1895,6.151,7.368,C,30
U1896,5.918,7.309,C,23
U1897,1.119,0.866,A,41
U1898,3.307,1.133,A,33
U1899,5.383,3.359,B,42
U1900,1.311,1.107,A,35
U1901,1.655,0.69,A,39
U1902,9.816,10.69,D,58
U1903,5.626,9.196,C,79
U1904,4.464,4.186,B,75
U1905,1.461,0.643,A,48
U1906,-0.518,1.937,A,38
U1907,1.235,0.432,A,69
U1908,7.99,5.901,C,33
U1909,1.259,0.62,A,79
U1910,5.772,3.091,B,67
U1911,4.686,3.794,B,21
U1912,0.734,0.677,A,63
U1913,4.296,3.683,B,45
U1914,10.495,9.94,D,23
U1915,12.708,9.615,D,19
U1916,8.345,10.631,D,18
U1917,1.771,0.353,A,39
U1918,5.269,8.06,C,41
U1919,3.474,4.246,B,63
U1920,7.36,6.717,C,19
U1921,8.34,6.057,C,67
U1922,3.389,3.649,B,24
U1923,10.257,9.964,D,61
U1924,1.375,1.314,A,67
U1925,4.977,3.305,B,18
U1926,-0.797,2.307,A,
U1927,9.825,9.774,D,55
U1928,-1.285,2.358,A,32
U1929,8.84,10.556,D,45
U1930,11.706,9.194,D,54
U1931,10.26,9.172,D,62
U1932,8.099,10.275,D,53
U1933,3.826,3.983,B,28
U1934,4.157,4.441,B,78
U1935,6.437,7.465,C,72
U1936,4.786,3.433,B,53
U1937,4.757,4.333,B,60
U1938,5.153,3.199,B,24
U1939,4.411,4.137,B,29
U1940,10.199,9.984,D,20
U1941,2.756,0.864,A,
U1942,2.884,4.757,B,73
U1943,0.268,1.134,A,22
U1944,0.577,1.677,A,67
U1945,7.365,6.739,C,37
U1946,4.524,4.394,B,69
U1947,1.374,0.889,A,77
U1948,-0.327,1.325,A,51
U1949,6.277,7.723,C,24
U1950,7.208,6.573,C,73
U1951,3.142,4.702,B,31
U1952,4.347,4.177,B,80
U1953,5.786,7.478,C,67
U1954,3.861,3.571,B,22
U1955,9.334,10.053,D,76
U1956,9.378,10.954,D,44
U1957,0.078,1.015,A,79
U1958,6.95,7.18,C,45
U1959,8.244,6.219,C,39
U1960,9.953,10.303,D,78
U1961,4.075,4.053,B,52
U1962,1.673,0.658,A,70
U1963,1.364,0.639,A,37
U1964,2.022,0.139,A,64
U1965,10.257,10.552,D,50
U1966,4.538,3.791,B,
U1967,3.627,4.809,B,76
U1968,1.897,0.845,A,78
U1969,4.241,3.057,B,34
U1970,0.128,2.319,A,69
U1971,2.019,5.164,B,75
U1972,0.773,1.922,A,41
U1973,1.793,-0.018,A,74
U1974,8.997,9.778,D,34
U1975,6.004,6.776,C,22
U1976,0.624,1.116,A,32
U1977,5.959,7.376,C,74
U1978,2.447,0.038,A,43
U1979,2.347,1.065,A,60
U1980,7.834,11.007,D,39
U1981,4.839,3.348,B,23
U1982,1.457,1.266,A,67
U1983,3.957,3.97,B,65
U1984,4.713,4.014,B,42
U1985,4.851,4.111,B,41
U1986,2.715,0.644,A,39
U1987,7.635,6.146,C,57
U1988,7.85,6.158,C,73
U1989,0.395,1.964,A,74
U1990,9.942,10.395,D,77
U1991,6.53,6.456,C,73
U1992,0.734,0.958,A,39
U1993,10.213,9.78,D,29
U1994,4.684,3.841,B,36
U1995,3.024,4.482,B,35
U1996,0.47,1.695,A,37
U1997,10.643,9.999,D,19
U1998,8.281,6.358,C,58
U1999,10.806,10.11,D,77
U0000,1.792,0.746,A,73
U0001,0.526,0.996,A,32
U0002,11.6,9.376,D,50
U0003,1.287,1.962,A,28
U0004,10.472,10.158,D,57
